batch,tier,slug,words,dup_pct,title,src
65,T5,peshhera-afanaseva,48,46,"Пещера Афанасьева",https://jalita.com/guidebook/cave_crimea/afanasiev.shtml
65,T5,vizovskaya-peshhera,86,44,"Визовская пещера",https://jalita.com/guidebook/cave_crimea/vizovskaya.shtml
65,T5,peshhera-vysotskogo,61,43,"Пещера Высоцкого",https://jalita.com/guidebook/cave_crimea/vysockiy.shtml
66,T5,meteostantsiya-karabi-yajla,156,42,"Метеостанция «Караби-яйла»",https://jalita.com/guidebook/crimea/karabi-yayla_meteo.shtml
66,T5,basman-6,118,41,"Басман-6",https://jalita.com/guidebook/cave_crimea/basman-6.shtml
66,T5,ke-105-peshhera,93,41,"КЭ-105, пещера",https://jalita.com/guidebook/cave_crimea/ke-105.shtml
66,T5,mamontova-peshhera,118,40,"Мамонтова пещера",https://jalita.com/guidebook/cave_crimea/mamontova.shtml
66,T5,peshhera-elektra,87,40,"Пещера Электра",https://jalita.com/guidebook/cave_crimea/elektra.shtml
66,T5,peshhera-grina,32,35,"Пещера Грина",https://jalita.com/guidebook/cave_crimea/grina.shtml
66,T5,bedene-kyr,136,27,"Бедене-Кыр",https://jalita.com/big_yalta/forest/bedene-kyr.shtml
66,T5,peshhera-boj-chukan,32,26,"Пещера Бой-Чукан",https://jalita.com/guidebook/cave_crimea/boi-chukan.shtml
66,T5,peshhera-kopchinskogo,72,18,"Пещера Копчинского",https://jalita.com/guidebook/cave_crimea/kopchinskogo.shtml
66,T5,otradnoe,197,10,"Отрадное",https://jalita.com/big_yalta/massandra/otradnoe.shtml
67,T5,zimnie-tury-v-krymu,232,1,"Зимние Туры в Крыму",https://jalita.com/big_yalta/alupka/ai-petry_climate.shtml
67,T5,peshhera-mramornaya,413,0,"Пещера Мраморная",
67,T5,peshhera-eni-sala-2,410,0,"Пещера Ени-Сала-2",
67,T5,peshhera-krasnaya-kizil-koba,405,0,"Пещера Красная (Кизил-Коба)",
67,T5,soldatskaya-peshhera,380,0,"Солдатская пещера",
67,T5,peshhera-iograf,371,0,"Пещера Иограф",
67,T5,zmeinaya-peshhera,362,0,"Змеиная пещера",
67,T5,peshhera-syundyurlyu-kobasy,357,0,"Пещера Сюндюрлю-Кобасы",
67,T5,peshhera-bezdonnaya,312,0,"Пещера Бездонная",
67,T5,peshhera-binbash-koba,305,0,"Пещера Бинбаш-Коба",
68,T5,peshhera-trehglazka,302,0,"Пещера «Трехглазка»",
68,T5,konnye-tury-v-krymu,247,0,"Конные туры в Крыму",
68,T5,vodopad-kozyrek,247,0,"Водопад Козырек",
68,T5,ekskursiya-puteshestvie-po-kachinskoj-doline-kryma,245,0,"Экскурсия – «Путешествие по Качинской долине Крыма»",
68,T5,dzhip-tur-po-peshhernym-gorodam-kryma,244,0,"Джип тур «По пещерным городам Крыма»",
68,T5,karaul-oba,242,0,"Караул-Оба",
68,T5,legendy-mangup-kale,238,0,"Легенды Мангуп-Кале (расширенная экскурсия)",
68,T5,pravila-bronirovanija-turov,236,0,"Правила бронирования туров",
68,T5,arpatskij-kanon,224,0,"Арпатский каньон",
68,T5,hrebet-drakon-ili-aj-yuri,224,0,"Хребет Дракон или Ай-Юри",
69,T5,vodopad-dzhur-dzhur,223,0,"Водопад Джур-Джур",
69,T5,nikitskaya-rasshhelina,211,0,"Никитская расщелина",
69,T5,belbekskij-kanon-i-syujrenskaya-krepost,210,0,"Сюйреньская крепость и Бельбекский каньон Крыма экскурсия на джипе",
69,T5,kachi-kalon-i-skit-svyatoj-anastasii,207,0,"Экскурсия в пещерный город Качи Кальон и Бисерный Храм Анастасии Узорешительницы",
69,T5,skaly-adalary,189,0,"Скалы Адалары",
69,T5,pamyatnik-amet-hanu-sultanu,185,0,"Памятник Амет-хану Султану",
69,T5,cheremisovskie-vodopady,177,0,"Черемисовские водопады",
69,T5,chernomorskij-kraevedcheskij-muzej,174,0,"Черноморский краеведческий музей",
69,T5,ekskursii-po-krymu,170,0,"Экскурсии по Крыму",
69,T5,yaltinskaya-peshhera,169,0,"«Ялтинская» пещера",
70,T5,krepost-asandra,148,0,"Крепость Асандра",
70,T5,kutlakskaya-krepost,135,0,"Кутлакская крепость",
70,T5,gora-sokol,126,0,"Гора Сокол",
70,T5,muzej-kamnya-partenit,116,0,"Музей камня (Партенит)",
70,T5,muzej-prirody-karadaga,83,0,"Музей природы Карадага",
70,T5,gora-krokodil,57,0,"Гора Крокодил",
70,T5,otzyvy-o-ekskursiyah-bahchisaraj-kompanii-energy-tour,48,0,"Отзывы о экскурсиях Бахчисарай компании Energy-Tour",
70,T6,istoriya-stroitelstva-massandrovskogo-dvortsa-3,775,98,"История строительства Массандровского дворца",https://jalita.com/big_yalta/massandra/palace_alexandr_1.shtml
70,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-8,618,97,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/main_dining_room.shtml
70,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-2,527,97,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/bathroom.shtml
71,T6,istoriya-stroitelstva-massandrovskogo-dvortsa-5,780,96,"История строительства Массандровского дворца",https://jalita.com/big_yalta/massandra/palace_alexandr_1.shtml
71,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-7,441,96,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/ground_vestibule.shtml
71,T6,peshhera-iograf-2,366,96,"Пещера Иограф",https://jalita.com/guidebook/cave_crimea/iograf.shtml
71,T6,prirodnye-dostoprimechatelnosti-2,323,96,"Природные достопримечательности",https://jalita.com/big_yalta/yalta/natural_resources.shtml
71,T6,dom-muzej-a-p-chehova-v-yalte-4,252,96,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/first_floor.shtml
71,T6,dolgorukovskaya-yajla-2,493,95,"Долгоруковская яйла",https://jalita.com/guidebook/crimea/dolgoruk-yayla_flora.shtml
71,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-10,89,95,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/exposition.shtml
71,T6,dom-muzej-a-p-chehova-v-yalte-8,788,94,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/room_knipper.shtml
71,T6,arhitektura-vorontsovskogo-dvortsa-2,598,94,"Архитектура Воронцовского дворца",https://jalita.com/big_yalta/alupka/ab_castle.shtml
71,T6,dom-muzej-a-p-chehova-v-yalte-9,525,94,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/room_relation.shtml
72,T6,pushkinskaya-tropa-doroga-nikuda-2,504,94,"Пушкинская тропа. Дорога никуда",https://jalita.com/big_yalta/gurzuf/pushkin_path.shtml
72,T6,ekspozitsiya-alupkinskogo-dvortsa-5,360,94,"Экспозиция Алупкинского дворца",https://jalita.com/big_yalta/alupka/lounge.shtml
72,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-4,1291,93,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/billiard_room.shtml
72,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-11,234,93,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/waiting_room_her_majesty.shtml
72,T6,istoriya-stroitelstva-massandrovskogo-dvortsa-2,1157,92,"История строительства Массандровского дворца",https://jalita.com/big_yalta/massandra/palace_alexandr.shtml
72,T6,istoriya-stroitelstva-massandrovskogo-dvortsa-6,886,92,"История строительства Массандровского дворца",https://jalita.com/big_yalta/massandra/palace_alexandr_1.shtml
72,T6,istoriya-stroitelstva-massandrovskogo-dvortsa-4,793,92,"История строительства Массандровского дворца",https://jalita.com/big_yalta/massandra/palace_alexandr.shtml
72,T6,dom-muzej-a-p-chehova-v-yalte-6,601,92,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/room_eachehova.shtml
72,T6,barelef-a-s-pushkina,499,92,"Барельеф А. С. Пушкина",https://jalita.com/big_yalta/gurzuf/pushkin_bareljef.shtml
72,T6,dom-muzej-a-p-chehova-v-yalte-3,470,92,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/dining_room.shtml
73,T6,dom-muzej-a-p-chehova-v-yalte-11,115,92,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/second_floor.shtml
73,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-9,1392,91,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/cabinet_her_majesty.shtml
73,T6,ekspozitsiya-vorontsovskogo-dvortsa-3,414,91,"Экспозиция Воронцовского дворца",https://jalita.com/big_yalta/alupka/dining_room.shtml
73,T6,ekspozitsiya-alupkinskogo-dvortsa-2,351,91,"Экспозиция Алупкинского дворца",https://jalita.com/big_yalta/alupka/library.shtml
73,T6,dom-muzej-a-p-chehova-v-yalte-10,122,91,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/veranda.shtml
73,T6,dom-muzej-a-p-chehova-v-yalte-12,1483,90,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/third_floor.shtml
73,T6,arhitektura-livadijskogo-dvortsa,642,89,"Архитектура Ливадийского дворца",https://jalita.com/big_yalta/livadia/architecture_livadia_1.shtml
73,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-3,496,89,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/bedchamber_their_majesty.shtml
73,T6,arhitektura-livadijskogo-dvortsa-3,471,89,"Архитектура Ливадийского дворца",https://jalita.com/big_yalta/livadia/architecture_livadia_2.shtml
73,T6,ekspozitsiya-vorontsovskogo-dvortsa,318,89,"Экспозиция Воронцовского дворца",https://jalita.com/big_yalta/alupka/chinese_cabinet.shtml
74,T6,fontan-laquo-noch-raquo,193,89,"Фонтан «Ночь»",https://jalita.com/big_yalta/gurzuf/fountain_night.shtml
74,T6,dom-muzej-a-p-chehova-v-yalte-7,1107,88,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/room_guest.shtml
74,T6,gurzuf-2,992,88,"Гурзуф",https://jalita.com/big_yalta/gurzuf/index.shtml
74,T6,nikitskij-botanicheskij-sad-2,425,88,"Никитский ботанический сад",https://jalita.com/big_yalta/nikita/calendar.shtml
74,T6,ekspozitsiya-alupkinskogo-dvortsa,361,88,"Экспозиция Алупкинского дворца",https://jalita.com/big_yalta/alupka/exposition.shtml
74,T6,ekspozitsiya-alupkinskogo-dvortsa-4,391,87,"Экспозиция Алупкинского дворца",https://jalita.com/big_yalta/alupka/main_cabinet.shtml
74,T6,arhitektura-livadijskogo-dvortsa-4,206,87,"Архитектура Ливадийского дворца",https://jalita.com/big_yalta/livadia/architecture_livadia.shtml
74,T6,alupka-2,874,86,"Алупка",https://jalita.com/big_yalta/alupka/index.shtml
74,T6,ekspozitsiya-alupkinskogo-dvortsa-7,350,86,"Экспозиция Алупкинского дворца",https://jalita.com/big_yalta/alupka/upholstered_room.shtml
74,T6,ekspozitsiya-alupkinskogo-dvortsa-6,293,86,"Экспозиция Алупкинского дворца",https://jalita.com/big_yalta/alupka/winter_garden.shtml
75,T6,dom-muzej-a-p-chehova-v-yalte-2,592,85,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/bedroom.shtml
75,T6,ekspozitsiya-vorontsovskogo-dvortsa-4,218,83,"Экспозиция Воронцовского дворца",https://jalita.com/big_yalta/alupka/dressing_room.shtml
75,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-12,1936,80,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/waiting_room_his_majesty.shtml
75,T6,arhitektura-livadijskogo-dvortsa-5,293,79,"Архитектура Ливадийского дворца",https://jalita.com/big_yalta/livadia/architecture_livadia_4.shtml
75,T6,skala-parus-2,142,79,"Скала Парус",https://jalita.com/big_yalta/swallow_nest/rock_parus.shtml
75,T6,simeiz-2,1403,75,"Симеиз",https://jalita.com/big_yalta/simeiz/simeiz.shtml
75,T6,krasnokamenka,587,74,"Краснокаменка",https://jalita.com/big_yalta/gurzuf/krasnokamenka.shtml
75,T6,livadiya-2,631,71,"Ливадия",https://jalita.com/big_yalta/livadia/livadia.shtml
75,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya,884,64,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/exposition.shtml
75,T6,ekspozitsiya-massandrovskogo-dvortsa-muzeya-6,279,63,"Экспозиция Массандровского дворца-музея",https://jalita.com/big_yalta/massandra/exposition.shtml
76,T6,dom-muzej-a-p-chehova-v-yalte-5,1148,60,"Дом-музей А. П. Чехова в Ялте",https://jalita.com/big_yalta/chehov/living_room.shtml
76,T5,kachi-kalon-2,245,15,"Качи-Кальон",https://jalita.com/guidebook/cave/kachi-kalion.shtml
76,T6,yalta,1034,11,"Ялта",https://jalita.com/big_yalta/yalta/yalta.shtml
76,T6,simeiz-3,1813,2,"Симеиз",https://jalita.com/guidebook/palace.shtml
76,T6,peshhera-emine-bair-hosar,642,0,"Пещера Эмине Баир Хосар",
76,T6,skelskaya-peshhera,431,0,"Скельская пещера",
76,T6,ekaterininskie-mili,329,0,"Екатерининские мили",
76,T6,besedka-vetrov,274,0,"Беседка ветров",
76,T6,karabi-yajla,274,0,"Караби-яйла",
76,T6,nikitskaya-rasselina,260,0,"Никитская расселина",
77,T6,skala-diva,210,0,"Скала Дива",
77,T6,gora-koshka,202,0,"Гора Кошка",
77,T6,mys-sarych,194,0,"Мыс Сарыч",
